machine_id,timestamp,kwh,kw_demand,power_factor
Robotic_Welder_1,2026-06-01 08:45:00,4.6076,18.43,0.793
Pick_Place_1,2026-06-01 08:45:00,1.8225,7.29,0.871
Assembly_Conveyor_1,2026-06-01 08:45:00,2.9317,11.73,0.792
Injection_Molder_2,2026-06-01 08:45:00,16.0906,64.36,0.865
Thermoformer_2,2026-06-01 08:45:00,11.3378,45.35,0.911
Packaging_Robot_2,2026-06-01 08:45:00,4.0397,16.16,0.88
Labeling_Machine_2,2026-06-01 08:45:00,1.2402,4.96,0.932
Palletizer_2,2026-06-01 08:45:00,2.7545,11.02,0.81
Solar_PV_System,2026-06-01 08:45:00,19.4857,77.94,0.99
CNC_Mill_1,2026-06-01 09:00:00,2.0955,8.38,0.411
CNC_Lathe_1,2026-06-01 09:00:00,1.1946,4.78,0.546
Robotic_Welder_1,2026-06-01 09:00:00,0.7737,3.09,0.559
Pick_Place_1,2026-06-01 09:00:00,0.3548,1.42,0.539
Assembly_Conveyor_1,2026-06-01 09:00:00,0.5272,2.11,0.487
Injection_Molder_2,2026-06-01 09:00:00,16.5479,66.19,0.903
Thermoformer_2,2026-06-01 09:00:00,2.3007,9.2,0.532
Packaging_Robot_2,2026-06-01 09:00:00,0.6685,2.67,0.549
Labeling_Machine_2,2026-06-01 09:00:00,0.2443,0.98,0.568
Palletizer_2,2026-06-01 09:00:00,0.4857,1.94,0.545
Solar_PV_System,2026-06-01 09:00:00,27.387,109.55,0.99
CNC_Mill_1,2026-06-01 09:15:00,9.7735,39.09,0.857
CNC_Lathe_1,2026-06-01 09:15:00,7.1829,28.73,0.815
Robotic_Welder_1,2026-06-01 09:15:00,3.7879,15.15,0.798
Pick_Place_1,2026-06-01 09:15:00,2.0134,8.05,0.89
Assembly_Conveyor_1,2026-06-01 09:15:00,2.6986,10.79,0.775
Injection_Molder_2,2026-06-01 09:15:00,19.6246,78.5,0.899
Thermoformer_2,2026-06-01 09:15:00,11.1185,44.47,0.844
Packaging_Robot_2,2026-06-01 09:15:00,3.1445,12.58,0.841
Labeling_Machine_2,2026-06-01 09:15:00,1.1448,4.58,0.913
Palletizer_2,2026-06-01 09:15:00,2.6784,10.71,0.752
Solar_PV_System,2026-06-01 09:15:00,25.4829,101.93,0.99
CNC_Mill_1,2026-06-01 09:30:00,8.9903,35.96,0.862
CNC_Lathe_1,2026-06-01 09:30:00,5.795,23.18,0.816
Robotic_Welder_1,2026-06-01 09:30:00,4.6004,18.4,0.77
Pick_Place_1,2026-06-01 09:30:00,2.3249,9.3,0.886
Assembly_Conveyor_1,2026-06-01 09:30:00,2.1092,8.44,0.818
Injection_Molder_2,2026-06-01 09:30:00,24.7371,98.95,0.906
Thermoformer_2,2026-06-01 09:30:00,13.3781,53.51,0.862
Packaging_Robot_2,2026-06-01 09:30:00,3.2661,13.06,0.877
Labeling_Machine_2,2026-06-01 09:30:00,1.2691,5.08,0.921
Palletizer_2,2026-06-01 09:30:00,2.7461,10.98,0.797
Solar_PV_System,2026-06-01 09:30:00,23.5628,94.25,0.99
CNC_Mill_1,2026-06-01 09:45:00,9.0449,36.18,0.858
CNC_Lathe_1,2026-06-01 09:45:00,6.2651,25.06,0.848
Robotic_Welder_1,2026-06-01 09:45:00,4.4688,17.88,0.789
Pick_Place_1,2026-06-01 09:45:00,2.2375,8.95,0.932
Assembly_Conveyor_1,2026-06-01 09:45:00,2.5486,10.19,0.793
Injection_Molder_2,2026-06-01 09:45:00,19.0659,76.26,0.926
Thermoformer_2,2026-06-01 09:45:00,13.5805,54.32,0.858
Packaging_Robot_2,2026-06-01 09:45:00,3.9539,15.82,0.84
Labeling_Machine_2,2026-06-01 09:45:00,1.2196,4.88,0.931
Palletizer_2,2026-06-01 09:45:00,2.8825,11.53,0.792
Solar_PV_System,2026-06-01 09:45:00,26.0119,104.05,0.99
CNC_Mill_1,2026-06-01 10:00:00,2.1521,8.61,0.545
CNC_Lathe_1,2026-06-01 10:00:00,6.3347,25.34,0.796
Robotic_Welder_1,2026-06-01 10:00:00,4.8705,19.48,0.77
Pick_Place_1,2026-06-01 10:00:00,2.0252,8.1,0.89
Assembly_Conveyor_1,2026-06-01 10:00:00,2.7774,11.11,0.805
Injection_Molder_2,2026-06-01 10:00:00,3.3231,13.29,0.441
Thermoformer_2,2026-06-01 10:00:00,2.4887,9.95,0.539
Packaging_Robot_2,2026-06-01 10:00:00,0.6485,2.59,0.587
Labeling_Machine_2,2026-06-01 10:00:00,0.2636,1.05,0.583
Palletizer_2,2026-06-01 10:00:00,0.4839,1.94,0.539
Solar_PV_System,2026-06-01 10:00:00,33.9974,135.99,0.99
CNC_Mill_1,2026-06-01 10:15:00,10.7999,43.2,0.818
CNC_Lathe_1,2026-06-01 10:15:00,6.8439,27.38,0.854
Robotic_Welder_1,2026-06-01 10:15:00,5.035,20.14,0.803
Pick_Place_1,2026-06-01 10:15:00,2.195,8.78,0.89
Assembly_Conveyor_1,2026-06-01 10:15:00,1.8242,7.3,0.814
Injection_Molder_2,2026-06-01 10:15:00,19.7085,78.83,0.927
Thermoformer_2,2026-06-01 10:15:00,13.9347,55.74,0.886
Packaging_Robot_2,2026-06-01 10:15:00,3.5264,14.11,0.808
Labeling_Machine_2,2026-06-01 10:15:00,1.3692,5.48,0.916
Palletizer_2,2026-06-01 10:15:00,3.0131,12.05,0.844
Solar_PV_System,2026-06-01 10:15:00,32.097,128.39,0.99
CNC_Mill_1,2026-06-01 10:30:00,8.68,34.72,0.838
CNC_Lathe_1,2026-06-01 10:30:00,5.8172,23.27,0.792
Robotic_Welder_1,2026-06-01 10:30:00,5.38,21.52,0.782
Pick_Place_1,2026-06-01 10:30:00,1.8496,7.4,0.886
Assembly_Conveyor_1,2026-06-01 10:30:00,2.5288,10.12,0.797
Injection_Molder_2,2026-06-01 10:30:00,17.3401,69.36,0.894
Thermoformer_2,2026-06-01 10:30:00,12.0256,48.1,0.898
Packaging_Robot_2,2026-06-01 10:30:00,2.9702,11.88,0.804
Labeling_Machine_2,2026-06-01 10:30:00,1.1822,4.73,0.888
Palletizer_2,2026-06-01 10:30:00,3.044,12.18,0.842
Solar_PV_System,2026-06-01 10:30:00,31.5479,126.19,0.99
CNC_Mill_1,2026-06-01 10:45:00,7.8482,31.39,0.836
CNC_Lathe_1,2026-06-01 10:45:00,6.168,24.67,0.822
Robotic_Welder_1,2026-06-01 10:45:00,5.0843,20.34,0.789
Pick_Place_1,2026-06-01 10:45:00,1.9803,7.92,0.88
Assembly_Conveyor_1,2026-06-01 10:45:00,2.7383,10.95,0.806
Injection_Molder_2,2026-06-01 10:45:00,16.6055,66.42,0.902
Thermoformer_2,2026-06-01 10:45:00,11.8458,47.38,0.822
Packaging_Robot_2,2026-06-01 10:45:00,3.5559,14.22,0.819
Labeling_Machine_2,2026-06-01 10:45:00,1.2341,4.94,0.929
Palletizer_2,2026-06-01 10:45:00,2.6419,10.57,0.828
Solar_PV_System,2026-06-01 10:45:00,31.362,125.45,0.99
CNC_Mill_1,2026-06-01 11:00:00,1.975,7.9,0.459
CNC_Lathe_1,2026-06-01 11:00:00,1.3232,5.29,0.602
Robotic_Welder_1,2026-06-01 11:00:00,0.7346,2.94,0.502
Pick_Place_1,2026-06-01 11:00:00,0.372,1.49,0.522
Assembly_Conveyor_1,2026-06-01 11:00:00,0.4799,1.92,0.469
Injection_Molder_2,2026-06-01 11:00:00,17.8836,71.53,0.891
Thermoformer_2,2026-06-01 11:00:00,11.8685,47.47,0.838
Packaging_Robot_2,2026-06-01 11:00:00,0.6322,2.53,0.609
Labeling_Machine_2,2026-06-01 11:00:00,0.2556,1.02,0.576
Palletizer_2,2026-06-01 11:00:00,0.4705,1.88,0.582
Solar_PV_System,2026-06-01 11:00:00,37.9628,151.85,0.99
CNC_Mill_1,2026-06-01 11:15:00,9.2122,36.85,0.838
CNC_Lathe_1,2026-06-01 11:15:00,5.0129,20.05,0.835
Robotic_Welder_1,2026-06-01 11:15:00,6.037,24.15,0.762
Pick_Place_1,2026-06-01 11:15:00,2.2202,8.88,0.919
Assembly_Conveyor_1,2026-06-01 11:15:00,2.3837,9.53,0.798
Injection_Molder_2,2026-06-01 11:15:00,19.2258,76.9,0.909
Thermoformer_2,2026-06-01 11:15:00,12.3697,49.48,0.852
Packaging_Robot_2,2026-06-01 11:15:00,3.7176,14.87,0.833
Labeling_Machine_2,2026-06-01 11:15:00,1.2517,5.01,0.919
Palletizer_2,2026-06-01 11:15:00,2.7283,10.91,0.797
Solar_PV_System,2026-06-01 11:15:00,35.5439,142.18,0.99
CNC_Mill_1,2026-06-01 11:30:00,13.1377,52.55,0.871
CNC_Lathe_1,2026-06-01 11:30:00,6.4285,25.71,0.83
Robotic_Welder_1,2026-06-01 11:30:00,5.0448,20.18,0.776
Pick_Place_1,2026-06-01 11:30:00,2.2268,8.91,0.892
Assembly_Conveyor_1,2026-06-01 11:30:00,2.5487,10.19,0.8
Injection_Molder_2,2026-06-01 11:30:00,20.5266,82.11,0.885
Thermoformer_2,2026-06-01 11:30:00,10.3445,41.38,0.847
Packaging_Robot_2,2026-06-01 11:30:00,3.6796,14.72,0.855
Labeling_Machine_2,2026-06-01 11:30:00,1.1736,4.69,0.936
Palletizer_2,2026-06-01 11:30:00,3.2125,12.85,0.817
Solar_PV_System,2026-06-01 11:30:00,33.5526,134.21,0.99
CNC_Mill_1,2026-06-01 11:45:00,9.8369,39.35,0.835
CNC_Lathe_1,2026-06-01 11:45:00,5.7547,23.02,0.814
Robotic_Welder_1,2026-06-01 11:45:00,5.0006,20.0,0.764
Pick_Place_1,2026-06-01 11:45:00,1.6785,6.71,0.865
Assembly_Conveyor_1,2026-06-01 11:45:00,2.7074,10.83,0.796
Injection_Molder_2,2026-06-01 11:45:00,19.9414,79.77,0.875
Thermoformer_2,2026-06-01 11:45:00,13.6328,54.53,0.834
Packaging_Robot_2,2026-06-01 11:45:00,4.1302,16.52,0.865
Labeling_Machine_2,2026-06-01 11:45:00,1.2158,4.86,0.901
Palletizer_2,2026-06-01 11:45:00,3.3181,13.27,0.865
Solar_PV_System,2026-06-01 11:45:00,35.1199,140.48,0.99
CNC_Mill_1,2026-06-01 12:00:00,1.8231,7.29,0.515
CNC_Lathe_1,2026-06-01 12:00:00,1.2595,5.04,0.509
Robotic_Welder_1,2026-06-01 12:00:00,0.7497,3.0,0.534
Pick_Place_1,2026-06-01 12:00:00,0.3587,1.43,0.517
Assembly_Conveyor_1,2026-06-01 12:00:00,0.4795,1.92,0.526
Injection_Molder_2,2026-06-01 12:00:00,3.7863,15.15,0.593
Thermoformer_2,2026-06-01 12:00:00,2.4871,9.95,0.563
Packaging_Robot_2,2026-06-01 12:00:00,0.6208,2.48,0.621
Labeling_Machine_2,2026-06-01 12:00:00,0.2655,1.06,0.554
Palletizer_2,2026-06-01 12:00:00,0.4921,1.97,0.581
Solar_PV_System,2026-06-01 12:00:00,37.468,149.87,0.99
CNC_Mill_1,2026-06-01 12:15:00,2.0001,8.0,0.58
CNC_Lathe_1,2026-06-01 12:15:00,1.2156,4.86,0.489
Robotic_Welder_1,2026-06-01 12:15:00,0.733,2.93,0.623
Pick_Place_1,2026-06-01 12:15:00,0.3867,1.55,0.493
Assembly_Conveyor_1,2026-06-01 12:15:00,0.5168,2.07,0.496
Injection_Molder_2,2026-06-01 12:15:00,3.8206,15.28,0.505
Thermoformer_2,2026-06-01 12:15:00,2.3513,9.41,0.632
Packaging_Robot_2,2026-06-01 12:15:00,0.6147,2.46,0.58
Labeling_Machine_2,2026-06-01 12:15:00,0.2505,1.0,0.5
Palletizer_2,2026-06-01 12:15:00,0.4943,1.98,0.5
Solar_PV_System,2026-06-01 12:15:00,36.9373,147.75,0.99
CNC_Mill_1,2026-06-01 12:30:00,2.0785,8.31,0.549
CNC_Lathe_1,2026-06-01 12:30:00,1.2842,5.14,0.491
Robotic_Welder_1,2026-06-01 12:30:00,0.7769,3.11,0.572
Pick_Place_1,2026-06-01 12:30:00,0.3861,1.54,0.532
Assembly_Conveyor_1,2026-06-01 12:30:00,0.5387,2.15,0.488
Injection_Molder_2,2026-06-01 12:30:00,3.7595,15.04,0.559
Thermoformer_2,2026-06-01 12:30:00,2.6862,10.74,0.47
Packaging_Robot_2,2026-06-01 12:30:00,0.5737,2.29,0.541
Labeling_Machine_2,2026-06-01 12:30:00,0.2529,1.01,0.487
Palletizer_2,2026-06-01 12:30:00,0.4921,1.97,0.614
Solar_PV_System,2026-06-01 12:30:00,40.5158,162.06,0.99
CNC_Mill_1,2026-06-01 12:45:00,2.0498,8.2,0.607
CNC_Lathe_1,2026-06-01 12:45:00,1.1993,4.8,0.487
Robotic_Welder_1,2026-06-01 12:45:00,0.787,3.15,0.546
Pick_Place_1,2026-06-01 12:45:00,0.3593,1.44,0.654
Assembly_Conveyor_1,2026-06-01 12:45:00,0.5506,2.2,0.55
Injection_Molder_2,2026-06-01 12:45:00,3.7162,14.86,0.619
Thermoformer_2,2026-06-01 12:45:00,2.322,9.29,0.537
Packaging_Robot_2,2026-06-01 12:45:00,0.5751,2.3,0.573
Labeling_Machine_2,2026-06-01 12:45:00,0.2524,1.01,0.517
Palletizer_2,2026-06-01 12:45:00,0.484,1.94,0.574
Solar_PV_System,2026-06-01 12:45:00,37.8081,151.23,0.99
CNC_Mill_1,2026-06-01 13:00:00,1.8707,7.48,0.562
CNC_Lathe_1,2026-06-01 13:00:00,7.2264,28.91,0.795
Robotic_Welder_1,2026-06-01 13:00:00,0.76,3.04,0.549
Pick_Place_1,2026-06-01 13:00:00,2.0678,8.27,0.895
Assembly_Conveyor_1,2026-06-01 13:00:00,0.485,1.94,0.555
Injection_Molder_2,2026-06-01 13:00:00,17.6395,70.56,0.861
Thermoformer_2,2026-06-01 13:00:00,10.8553,43.42,0.864
Packaging_Robot_2,2026-06-01 13:00:00,0.7073,2.83,0.505
Labeling_Machine_2,2026-06-01 13:00:00,0.2615,1.05,0.532
Palletizer_2,2026-06-01 13:00:00,2.6023,10.41,0.828
Solar_PV_System,2026-06-01 13:00:00,37.1219,148.49,0.99
CNC_Mill_1,2026-06-01 13:15:00,11.2358,44.94,0.829
CNC_Lathe_1,2026-06-01 13:15:00,5.1384,20.55,0.826
Robotic_Welder_1,2026-06-01 13:15:00,5.1738,20.7,0.77
Pick_Place_1,2026-06-01 13:15:00,1.7826,7.13,0.858
Assembly_Conveyor_1,2026-06-01 13:15:00,2.6666,10.67,0.809
Injection_Molder_2,2026-06-01 13:15:00,20.989,83.96,0.88
Thermoformer_2,2026-06-01 13:15:00,12.9401,51.76,0.855
Packaging_Robot_2,2026-06-01 13:15:00,4.1086,16.43,0.86
Labeling_Machine_2,2026-06-01 13:15:00,1.0316,4.13,0.93
Palletizer_2,2026-06-01 13:15:00,3.1951,12.78,0.78
Solar_PV_System,2026-06-01 13:15:00,36.7276,146.91,0.99
CNC_Mill_1,2026-06-01 13:30:00,10.2502,41.0,0.89
CNC_Lathe_1,2026-06-01 13:30:00,6.1355,24.54,0.831
Robotic_Welder_1,2026-06-01 13:30:00,5.8976,23.59,0.785
Pick_Place_1,2026-06-01 13:30:00,2.0843,8.34,0.897
Assembly_Conveyor_1,2026-06-01 13:30:00,2.225,8.9,0.809
Injection_Molder_2,2026-06-01 13:30:00,21.8897,87.56,0.9
Thermoformer_2,2026-06-01 13:30:00,11.5355,46.14,0.874
Packaging_Robot_2,2026-06-01 13:30:00,3.4749,13.9,0.81
Labeling_Machine_2,2026-06-01 13:30:00,1.1897,4.76,0.93
Palletizer_2,2026-06-01 13:30:00,2.8019,11.21,0.824
Solar_PV_System,2026-06-01 13:30:00,35.7423,142.97,0.99
CNC_Mill_1,2026-06-01 13:45:00,1.9004,7.6,0.536
CNC_Lathe_1,2026-06-01 13:45:00,1.3162,5.26,0.581
Robotic_Welder_1,2026-06-01 13:45:00,0.7526,3.01,0.518
Pick_Place_1,2026-06-01 13:45:00,0.3465,1.39,0.606
Assembly_Conveyor_1,2026-06-01 13:45:00,2.3241,9.3,0.819
Injection_Molder_2,2026-06-01 13:45:00,3.7208,14.88,0.523
Thermoformer_2,2026-06-01 13:45:00,2.3518,9.41,0.576
Packaging_Robot_2,2026-06-01 13:45:00,3.1627,12.65,0.821
Labeling_Machine_2,2026-06-01 13:45:00,0.9756,3.9,0.922
Palletizer_2,2026-06-01 13:45:00,0.4538,1.82,0.504
Solar_PV_System,2026-06-01 13:45:00,35.5647,142.26,0.99
CNC_Mill_1,2026-06-01 14:00:00,8.5504,34.2,0.869
CNC_Lathe_1,2026-06-01 14:00:00,6.3661,25.46,0.853
Robotic_Welder_1,2026-06-01 14:00:00,0.7069,2.83,0.471
Pick_Place_1,2026-06-01 14:00:00,0.3462,1.38,0.578
Assembly_Conveyor_1,2026-06-01 14:00:00,0.4668,1.87,0.507
Injection_Molder_2,2026-06-01 14:00:00,18.2703,73.08,0.911
Thermoformer_2,2026-06-01 14:00:00,2.3725,9.49,0.507
Packaging_Robot_2,2026-06-01 14:00:00,0.6309,2.52,0.528
Labeling_Machine_2,2026-06-01 14:00:00,0.2673,1.07,0.59
Palletizer_2,2026-06-01 14:00:00,3.1704,12.68,0.794
Solar_PV_System,2026-06-01 14:00:00,32.3717,129.49,0.99
CNC_Mill_1,2026-06-01 14:15:00,10.6821,42.73,0.88
CNC_Lathe_1,2026-06-01 14:15:00,6.5623,26.25,0.829
Robotic_Welder_1,2026-06-01 14:15:00,5.2411,20.96,0.755
Pick_Place_1,2026-06-01 14:15:00,1.8473,7.39,0.881
Assembly_Conveyor_1,2026-06-01 14:15:00,2.7682,11.07,0.847
Injection_Molder_2,2026-06-01 14:15:00,19.3197,77.28,0.914
Thermoformer_2,2026-06-01 14:15:00,10.3937,41.57,0.874
Packaging_Robot_2,2026-06-01 14:15:00,4.1974,16.79,0.825
Labeling_Machine_2,2026-06-01 14:15:00,1.0814,4.33,0.919
Palletizer_2,2026-06-01 14:15:00,2.9958,11.98,0.796
Solar_PV_System,2026-06-01 14:15:00,31.5813,126.33,0.99
CNC_Mill_1,2026-06-01 14:30:00,10.8132,43.25,0.844
CNC_Lathe_1,2026-06-01 14:30:00,6.4625,25.85,0.831
Robotic_Welder_1,2026-06-01 14:30:00,4.6939,18.78,0.758
Pick_Place_1,2026-06-01 14:30:00,2.2489,9.0,0.853
Assembly_Conveyor_1,2026-06-01 14:30:00,2.6368,10.55,0.811
Injection_Molder_2,2026-06-01 14:30:00,19.3648,77.46,0.902
Thermoformer_2,2026-06-01 14:30:00,10.9783,43.91,0.864
Packaging_Robot_2,2026-06-01 14:30:00,3.3903,13.56,0.858
Labeling_Machine_2,2026-06-01 14:30:00,1.1933,4.77,0.961
Palletizer_2,2026-06-01 14:30:00,2.7221,10.89,0.821
Solar_PV_System,2026-06-01 14:30:00,30.9053,123.62,0.99
CNC_Mill_1,2026-06-01 14:45:00,10.1121,40.45,0.885
CNC_Lathe_1,2026-06-01 14:45:00,1.2364,4.95,0.535
Robotic_Welder_1,2026-06-01 14:45:00,4.927,19.71,0.768
Pick_Place_1,2026-06-01 14:45:00,0.3942,1.58,0.654
Assembly_Conveyor_1,2026-06-01 14:45:00,0.5271,2.11,0.603
Injection_Molder_2,2026-06-01 14:45:00,3.8115,15.25,0.596
Thermoformer_2,2026-06-01 14:45:00,2.458,9.83,0.511
Packaging_Robot_2,2026-06-01 14:45:00,3.8005,15.2,0.835
Labeling_Machine_2,2026-06-01 14:45:00,0.2494,1.0,0.512
Palletizer_2,2026-06-01 14:45:00,0.507,2.03,0.638
Solar_PV_System,2026-06-01 14:45:00,32.1071,128.43,0.99
CNC_Mill_1,2026-06-01 15:00:00,2.1224,8.49,0.538
CNC_Lathe_1,2026-06-01 15:00:00,1.2314,4.93,0.51
Robotic_Welder_1,2026-06-01 15:00:00,0.7329,2.93,0.536
Pick_Place_1,2026-06-01 15:00:00,2.0089,8.04,0.868
Assembly_Conveyor_1,2026-06-01 15:00:00,2.6549,10.62,0.775
Injection_Molder_2,2026-06-01 15:00:00,3.697,14.79,0.583
Thermoformer_2,2026-06-01 15:00:00,2.4992,10.0,0.563
Packaging_Robot_2,2026-06-01 15:00:00,0.638,2.55,0.554
Labeling_Machine_2,2026-06-01 15:00:00,0.2392,0.96,0.514
Palletizer_2,2026-06-01 15:00:00,0.4971,1.99,0.56
Solar_PV_System,2026-06-01 15:00:00,26.4501,105.8,0.99
CNC_Mill_1,2026-06-01 15:15:00,10.1906,40.76,0.869
CNC_Lathe_1,2026-06-01 15:15:00,7.3808,29.52,0.816
Robotic_Welder_1,2026-06-01 15:15:00,4.4552,17.82,0.764
Pick_Place_1,2026-06-01 15:15:00,2.0031,8.01,0.898
Assembly_Conveyor_1,2026-06-01 15:15:00,2.6277,10.51,0.821
Injection_Molder_2,2026-06-01 15:15:00,16.7026,66.81,0.918
Thermoformer_2,2026-06-01 15:15:00,10.5893,42.36,0.842
Packaging_Robot_2,2026-06-01 15:15:00,3.6621,14.65,0.813
Labeling_Machine_2,2026-06-01 15:15:00,1.1871,4.75,0.933
Palletizer_2,2026-06-01 15:15:00,3.0781,12.31,0.799
Solar_PV_System,2026-06-01 15:15:00,27.8559,111.42,0.99
CNC_Mill_1,2026-06-01 15:30:00,8.4352,33.74,0.852
CNC_Lathe_1,2026-06-01 15:30:00,6.0612,24.24,0.813
Robotic_Welder_1,2026-06-01 15:30:00,5.1581,20.63,0.789
Pick_Place_1,2026-06-01 15:30:00,2.1225,8.49,0.86
Assembly_Conveyor_1,2026-06-01 15:30:00,2.4664,9.87,0.807
Injection_Molder_2,2026-06-01 15:30:00,16.2896,65.16,0.912
Thermoformer_2,2026-06-01 15:30:00,13.3092,53.24,0.9
Packaging_Robot_2,2026-06-01 15:30:00,3.8658,15.46,0.843
Labeling_Machine_2,2026-06-01 15:30:00,1.3009,5.2,0.904
Palletizer_2,2026-06-01 15:30:00,2.5802,10.32,0.817
Solar_PV_System,2026-06-01 15:30:00,26.9536,107.81,0.99
CNC_Mill_1,2026-06-01 15:45:00,9.4076,37.63,0.852
CNC_Lathe_1,2026-06-01 15:45:00,5.5882,22.35,0.85
Robotic_Welder_1,2026-06-01 15:45:00,5.5057,22.02,0.807
Pick_Place_1,2026-06-01 15:45:00,2.2462,8.98,0.914
Assembly_Conveyor_1,2026-06-01 15:45:00,2.9968,11.99,0.789
Injection_Molder_2,2026-06-01 15:45:00,21.6641,86.66,0.917
Thermoformer_2,2026-06-01 15:45:00,12.0522,48.21,0.871
Packaging_Robot_2,2026-06-01 15:45:00,3.5845,14.34,0.817
Labeling_Machine_2,2026-06-01 15:45:00,1.3225,5.29,0.951
Palletizer_2,2026-06-01 15:45:00,2.9778,11.91,0.801
Solar_PV_System,2026-06-01 15:45:00,27.623,110.49,0.99
CNC_Mill_1,2026-06-01 16:00:00,2.0623,8.25,0.542
CNC_Lathe_1,2026-06-01 16:00:00,1.3123,5.25,0.563
Robotic_Welder_1,2026-06-01 16:00:00,0.7671,3.07,0.541
Pick_Place_1,2026-06-01 16:00:00,0.3808,1.52,0.54
Assembly_Conveyor_1,2026-06-01 16:00:00,2.1128,8.45,0.766
Injection_Molder_2,2026-06-01 16:00:00,17.3228,69.29,0.885
Thermoformer_2,2026-06-01 16:00:00,11.3311,45.32,0.878
Packaging_Robot_2,2026-06-01 16:00:00,3.5988,14.4,0.844
Labeling_Machine_2,2026-06-01 16:00:00,0.9252,3.7,0.882
Palletizer_2,2026-06-01 16:00:00,0.541,2.16,0.574
Solar_PV_System,2026-06-01 16:00:00,17.3367,69.35,0.99
CNC_Mill_1,2026-06-01 16:15:00,9.7211,38.88,0.867
CNC_Lathe_1,2026-06-01 16:15:00,6.2172,24.87,0.854
Robotic_Welder_1,2026-06-01 16:15:00,5.4757,21.9,0.773
Pick_Place_1,2026-06-01 16:15:00,2.3126,9.25,0.875
Assembly_Conveyor_1,2026-06-01 16:15:00,2.976,11.9,0.833
Injection_Molder_2,2026-06-01 16:15:00,19.3043,77.22,0.87
Thermoformer_2,2026-06-01 16:15:00,12.2601,49.04,0.838
Packaging_Robot_2,2026-06-01 16:15:00,3.2872,13.15,0.829
Labeling_Machine_2,2026-06-01 16:15:00,1.0007,4.0,0.924
Palletizer_2,2026-06-01 16:15:00,2.7846,11.14,0.805
Solar_PV_System,2026-06-01 16:15:00,16.3404,65.36,0.99
CNC_Mill_1,2026-06-01 16:30:00,10.4839,41.94,0.828
CNC_Lathe_1,2026-06-01 16:30:00,6.0576,24.23,0.803
Robotic_Welder_1,2026-06-01 16:30:00,5.6145,22.46,0.767
Pick_Place_1,2026-06-01 16:30:00,1.8831,7.53,0.879
Assembly_Conveyor_1,2026-06-01 16:30:00,2.3331,9.33,0.806
Injection_Molder_2,2026-06-01 16:30:00,14.7737,59.09,0.888
Thermoformer_2,2026-06-01 16:30:00,11.4003,45.6,0.849
Packaging_Robot_2,2026-06-01 16:30:00,3.634,14.54,0.843
Labeling_Machine_2,2026-06-01 16:30:00,1.1492,4.6,0.93
Palletizer_2,2026-06-01 16:30:00,3.5174,14.07,0.804
Solar_PV_System,2026-06-01 16:30:00,18.086,72.34,0.99
CNC_Mill_1,2026-06-01 16:45:00,9.4302,37.72,0.857
CNC_Lathe_1,2026-06-01 16:45:00,5.9899,23.96,0.797
Robotic_Welder_1,2026-06-01 16:45:00,4.7323,18.93,0.787
Pick_Place_1,2026-06-01 16:45:00,2.1371,8.55,0.917
Assembly_Conveyor_1,2026-06-01 16:45:00,2.5245,10.1,0.826
Injection_Molder_2,2026-06-01 16:45:00,18.3849,73.54,0.899
Thermoformer_2,2026-06-01 16:45:00,11.8605,47.44,0.864
Packaging_Robot_2,2026-06-01 16:45:00,3.8042,15.22,0.831
Labeling_Machine_2,2026-06-01 16:45:00,1.2236,4.89,0.949
Palletizer_2,2026-06-01 16:45:00,2.5082,10.03,0.802
Solar_PV_System,2026-06-01 16:45:00,18.2197,72.88,0.99
CNC_Mill_1,2026-06-01 17:00:00,9.8095,39.24,0.828
CNC_Lathe_1,2026-06-01 17:00:00,1.2506,5.0,0.61
Robotic_Welder_1,2026-06-01 17:00:00,0.807,3.23,0.578
Pick_Place_1,2026-06-01 17:00:00,0.354,1.42,0.597
Assembly_Conveyor_1,2026-06-01 17:00:00,2.2234,8.89,0.79
Injection_Molder_2,2026-06-01 17:00:00,21.9613,87.85,0.862
Thermoformer_2,2026-06-01 17:00:00,2.5132,10.05,0.593
Packaging_Robot_2,2026-06-01 17:00:00,0.6503,2.6,0.467
Labeling_Machine_2,2026-06-01 17:00:00,0.2512,1.0,0.499
Palletizer_2,2026-06-01 17:00:00,0.483,1.93,0.554
Solar_PV_System,2026-06-01 17:00:00,10.5063,42.03,0.99
CNC_Mill_1,2026-06-01 17:15:00,10.2578,41.03,0.825
CNC_Lathe_1,2026-06-01 17:15:00,5.0576,20.23,0.803
Robotic_Welder_1,2026-06-01 17:15:00,5.2783,21.11,0.753
Pick_Place_1,2026-06-01 17:15:00,2.2165,8.87,0.871
Assembly_Conveyor_1,2026-06-01 17:15:00,2.1782,8.71,0.772
Injection_Molder_2,2026-06-01 17:15:00,15.9012,63.6,0.843
Thermoformer_2,2026-06-01 17:15:00,13.4403,53.76,0.851
Packaging_Robot_2,2026-06-01 17:15:00,2.8456,11.38,0.832
Labeling_Machine_2,2026-06-01 17:15:00,1.0676,4.27,0.921
Palletizer_2,2026-06-01 17:15:00,3.1361,12.54,0.79
Solar_PV_System,2026-06-01 17:15:00,9.8026,39.21,0.99
CNC_Mill_1,2026-06-01 17:30:00,10.1705,40.68,0.831
CNC_Lathe_1,2026-06-01 17:30:00,6.3481,25.39,0.808
Robotic_Welder_1,2026-06-01 17:30:00,3.975,15.9,0.803
Pick_Place_1,2026-06-01 17:30:00,2.2394,8.96,0.853
